"","nivel","transparencia","faltante","turbidez","deficiente","impura"
"88",735,0.017,15,0,TRUE,FALSE
"89",747,0.038,3,0,FALSE,FALSE
"90",741,0.016,9,0,TRUE,FALSE
"91",756,0.004,0,0,FALSE,FALSE
"92",747,0.007,3,0,FALSE,FALSE
"93",740,0.057,10,1,TRUE,FALSE
"94",752,0.073,0,8,FALSE,FALSE
"95",746,0.083,4,27,FALSE,TRUE
"96",755,0.065,0,8,FALSE,FALSE
"97",740,0.035,10,0,TRUE,FALSE
"98",736,0.018,14,0,TRUE,FALSE
"99",748,0.067,2,8,FALSE,FALSE
"100",752,0.034,0,0,FALSE,FALSE
"101",754,0.018,0,0,FALSE,FALSE
"102",752,0,0,0,FALSE,FALSE
"103",737,0.022,13,0,TRUE,FALSE
"104",745,0.028,5,0,TRUE,FALSE
"105",742,0.003,8,0,TRUE,FALSE
"106",743,0.038,7,0,TRUE,FALSE
"107",744,0.029,6,0,TRUE,FALSE
"108",749,0.004,1,0,FALSE,FALSE
"109",752,0.048,0,0,FALSE,FALSE
"110",746,0.021,4,0,FALSE,FALSE
"111",758,0.036,0,0,FALSE,FALSE
"112",757,0.078,0,27,FALSE,FALSE
"113",752,0.07,0,8,FALSE,FALSE
"114",749,0.054,1,0,FALSE,FALSE
"115",753,0.081,0,27,FALSE,TRUE
"116",757,0.016,0,0,FALSE,FALSE
"117",746,0.078,4,27,FALSE,FALSE
"118",753,0.031,0,0,FALSE,FALSE
"119",749,0.061,1,1,FALSE,FALSE
"120",741,0.08,9,27,TRUE,FALSE
"121",745,0.069,5,8,TRUE,FALSE
"122",743,0.021,7,0,TRUE,FALSE
"123",746,0.007,4,0,FALSE,FALSE
"124",756,0.072,0,8,FALSE,FALSE
"125",750,0.012,0,0,FALSE,FALSE
"126",742,0.052,8,0,TRUE,FALSE
"127",752,0.001,0,0,FALSE,FALSE
"128",752,0.012,0,0,FALSE,FALSE
"129",757,0.025,0,0,FALSE,FALSE
"130",756,0.052,0,0,FALSE,FALSE
"131",753,0.027,0,0,FALSE,FALSE
"132",736,0.028,14,0,TRUE,FALSE
"133",749,0.063,1,1,FALSE,FALSE
"134",737,0.051,13,0,TRUE,FALSE
"135",756,0.057,0,1,FALSE,FALSE
"136",751,0.03,0,0,FALSE,FALSE
"137",757,0.047,0,0,FALSE,FALSE
"138",742,0.017,8,0,TRUE,FALSE
"139",742,0.068,8,8,TRUE,FALSE
"140",752,0.06,0,1,FALSE,FALSE
"141",752,0.077,0,27,FALSE,FALSE
"142",759,0.023,0,0,FALSE,FALSE
"143",746,0.063,4,1,FALSE,FALSE
"144",747,0.019,3,0,FALSE,FALSE
"145",755,0.045,0,0,FALSE,FALSE
"146",747,0.066,3,8,FALSE,FALSE
"147",744,0.08,6,27,TRUE,FALSE
"148",759,0.032,0,0,FALSE,FALSE
"149",737,0.028,13,0,TRUE,FALSE
"150",749,0.037,1,0,FALSE,FALSE
"151",759,0.052,0,0,FALSE,FALSE
"152",750,0.042,0,0,FALSE,FALSE
"153",750,0.08,0,27,FALSE,FALSE
"154",746,0.053,4,0,FALSE,FALSE
"155",750,0.029,0,0,FALSE,FALSE
"156",745,0.074,5,8,TRUE,FALSE
"157",749,0.027,1,0,FALSE,FALSE
"158",752,0.058,0,1,FALSE,FALSE
"159",755,0.046,0,0,FALSE,FALSE
"160",745,0.059,5,1,TRUE,FALSE
"161",746,0.01,4,0,FALSE,FALSE
"162",755,0.081,0,27,FALSE,TRUE
"163",752,0.049,0,0,FALSE,FALSE
"164",745,0.023,5,0,FALSE,FALSE
"165",755,0.037,0,0,FALSE,FALSE
"166",755,0.026,0,0,FALSE,FALSE
"167",741,0.004,9,0,TRUE,FALSE
"168",737,0.059,13,1,TRUE,FALSE
"169",742,0.009,8,0,TRUE,FALSE
"170",744,0.003,6,0,TRUE,FALSE
"171",745,0.017,5,0,FALSE,FALSE
"172",743,0.074,7,8,TRUE,FALSE
"173",748,0.041,2,0,FALSE,FALSE
"174",757,0.007,0,0,FALSE,FALSE
"175",762,0.028,0,0,FALSE,FALSE
"176",751,0.054,0,0,FALSE,FALSE
"177",760,0.026,0,0,FALSE,FALSE
"178",751,0.055,0,0,FALSE,FALSE
"179",760,0.072,0,8,FALSE,FALSE
"180",743,0.011,7,0,TRUE,FALSE
"181",745,0.069,5,8,FALSE,FALSE
"182",742,0.003,8,0,TRUE,FALSE
"183",752,0.04,0,0,FALSE,FALSE
"184",741,0.04,9,0,TRUE,FALSE
"185",746,0.044,4,0,FALSE,FALSE
"186",749,0.053,1,0,FALSE,FALSE
"187",748,0.048,2,0,FALSE,FALSE
"188",754,0.05,0,0,FALSE,FALSE
"189",746,0.072,4,8,FALSE,FALSE
"190",751,0.002,0,0,FALSE,FALSE
"191",756,0.052,0,0,FALSE,FALSE
"192",739,0.007,11,0,TRUE,FALSE
"193",735,0.075,15,8,TRUE,FALSE
"194",749,0.016,1,0,FALSE,FALSE
"195",761,0.066,0,8,FALSE,FALSE
"196",746,0.065,4,8,FALSE,FALSE
"197",745,0.055,5,1,FALSE,FALSE
"198",746,0.018,4,0,FALSE,FALSE
"199",759,0.033,0,0,FALSE,FALSE
"200",755,0.026,0,0,FALSE,FALSE
"201",758,0.045,0,0,FALSE,FALSE
"202",763,0.002,0,0,FALSE,FALSE
"203",756,0.012,0,0,FALSE,FALSE
"204",741,0.037,9,0,TRUE,FALSE
"205",757,0.044,0,0,FALSE,FALSE
"206",746,0.019,4,0,FALSE,FALSE
"207",749,0.07,1,8,FALSE,FALSE
"208",750,0.062,0,1,FALSE,FALSE
"209",749,0.065,1,1,FALSE,FALSE
"210",759,0.002,0,0,FALSE,FALSE
"211",759,0.055,0,1,FALSE,FALSE
"212",760,0.048,0,0,FALSE,FALSE
"213",753,0.075,0,27,FALSE,FALSE
"214",753,0.015,0,0,FALSE,FALSE
"215",761,0.029,0,0,FALSE,FALSE
"216",755,0.043,0,0,FALSE,FALSE
"217",758,0.055,0,1,FALSE,FALSE
"218",744,0.07,6,8,TRUE,FALSE
"219",738,0.038,12,0,TRUE,FALSE
"220",740,0.067,10,8,TRUE,FALSE
"221",755,0.016,0,0,FALSE,FALSE
"222",743,0.064,7,1,TRUE,FALSE
"223",752,0.072,0,8,FALSE,FALSE
"224",757,0.046,0,0,FALSE,FALSE
"225",740,0.054,10,0,TRUE,FALSE
"226",750,0.003,0,0,FALSE,FALSE
"227",748,0.043,2,0,FALSE,FALSE
"228",750,0.005,0,0,FALSE,FALSE
"229",754,0.082,0,27,FALSE,TRUE
"230",745,0.028,5,0,FALSE,FALSE
"231",746,0.062,4,1,FALSE,FALSE
"232",752,0.071,0,8,FALSE,FALSE
"233",750,0.07,0,8,FALSE,FALSE
"234",745,0.04,5,0,TRUE,FALSE
"235",746,0.079,4,27,FALSE,FALSE
"236",751,0.065,0,8,FALSE,FALSE
"237",745,0.033,5,0,FALSE,FALSE
"238",746,0.027,4,0,FALSE,FALSE
"239",753,0.031,0,0,FALSE,FALSE
"240",750,0.018,0,0,FALSE,FALSE
"241",742,0.019,8,0,TRUE,FALSE
"242",759,0.037,0,0,FALSE,FALSE
"243",742,0.042,8,0,TRUE,FALSE
"244",740,0.015,10,0,TRUE,FALSE
"245",754,0.077,0,27,FALSE,FALSE
"246",748,0.072,2,8,FALSE,FALSE
"247",747,0.042,3,0,FALSE,FALSE
"248",754,0.04,0,0,FALSE,FALSE
"249",750,0.05,0,0,FALSE,FALSE
"250",755,0.067,0,8,FALSE,FALSE
"251",749,0.072,1,8,FALSE,FALSE
"252",750,0.077,0,27,FALSE,FALSE
"253",754,0.064,0,1,FALSE,FALSE
"254",756,0.014,0,0,FALSE,FALSE
"255",748,0.061,2,1,FALSE,FALSE
"256",759,0.013,0,0,FALSE,FALSE
"257",750,0.005,0,0,FALSE,FALSE
"258",747,0.046,3,0,FALSE,FALSE
"259",761,0.001,0,0,FALSE,FALSE
"260",745,0.026,5,0,FALSE,FALSE
"261",758,0.03,0,0,FALSE,FALSE
"262",746,0.078,4,27,FALSE,FALSE
"263",748,0.029,2,0,FALSE,FALSE
"264",753,0.054,0,0,FALSE,FALSE
"265",746,0.058,4,1,FALSE,FALSE
"266",756,0.033,0,0,FALSE,FALSE
"267",744,0.014,6,0,TRUE,FALSE
"268",750,0.063,0,1,FALSE,FALSE
"269",746,0.034,4,0,FALSE,FALSE
"270",746,0.061,4,1,FALSE,FALSE
"271",747,0.078,3,27,FALSE,FALSE
"272",753,0.039,0,0,FALSE,FALSE
"273",746,0.067,4,8,FALSE,FALSE
"274",743,0.075,7,27,TRUE,FALSE
"275",752,0.037,0,0,FALSE,FALSE
"276",752,0.04,0,0,FALSE,FALSE
"277",746,0.012,4,0,FALSE,FALSE
"278",751,0.005,0,0,FALSE,FALSE
"279",743,0.068,7,8,TRUE,FALSE
"280",756,0.065,0,1,FALSE,FALSE
"281",767,0.079,0,27,FALSE,FALSE
"282",758,0.079,0,27,FALSE,FALSE
"283",759,0.075,0,27,FALSE,FALSE
"284",745,0.029,5,0,TRUE,FALSE
"285",752,0.082,0,27,FALSE,TRUE
"286",750,0.065,0,1,FALSE,FALSE
"287",754,0.074,0,8,FALSE,FALSE
"288",745,0.028,5,0,TRUE,FALSE
"289",748,0.014,2,0,FALSE,FALSE
"290",751,0.023,0,0,FALSE,FALSE
"291",740,0.023,10,0,TRUE,FALSE
"292",740,0.005,10,0,TRUE,FALSE
"293",752,0.075,0,27,FALSE,FALSE
"294",754,0.046,0,0,FALSE,FALSE
"295",758,0.048,0,0,FALSE,FALSE
"296",748,0.007,2,0,FALSE,FALSE
"297",754,0.064,0,1,FALSE,FALSE
"298",757,0.045,0,0,FALSE,FALSE
"299",744,0.017,6,0,TRUE,FALSE
"300",748,0.039,2,0,FALSE,FALSE
"301",745,0.08,5,27,FALSE,FALSE
"302",743,0.014,7,0,TRUE,FALSE
"303",744,0.077,6,27,TRUE,FALSE
"304",753,0.008,0,0,FALSE,FALSE
"305",742,0.062,8,1,TRUE,FALSE
"306",742,0.02,8,0,TRUE,FALSE
"307",749,0.051,1,0,FALSE,FALSE
"308",747,0.012,3,0,FALSE,FALSE
"309",742,0.082,8,27,TRUE,TRUE
"310",743,0.056,7,1,TRUE,FALSE
"311",750,0.021,0,0,FALSE,FALSE
"312",756,0.018,0,0,FALSE,FALSE
"313",760,0.034,0,0,FALSE,FALSE
"314",748,0.02,2,0,FALSE,FALSE
"315",745,0.03,5,0,FALSE,FALSE
"316",741,0.027,9,0,TRUE,FALSE
"317",749,0.076,1,27,FALSE,FALSE
"318",748,0.07,2,8,FALSE,FALSE
"319",749,0.048,1,0,FALSE,FALSE
"320",742,0.055,8,0,TRUE,FALSE
"321",755,0.001,0,0,FALSE,FALSE
"322",751,0.036,0,0,FALSE,FALSE
"323",753,0.043,0,0,FALSE,FALSE
"324",750,0.067,0,8,FALSE,FALSE
"325",747,0.042,3,0,FALSE,FALSE
"326",748,0.024,2,0,FALSE,FALSE
"327",739,0.032,11,0,TRUE,FALSE
"328",744,0.053,6,0,TRUE,FALSE
"329",745,0.022,5,0,TRUE,FALSE
"330",747,0.039,3,0,FALSE,FALSE
"331",739,0.057,11,1,TRUE,FALSE
"332",753,0.053,0,0,FALSE,FALSE
"333",742,0.044,8,0,TRUE,FALSE
"334",740,0.067,10,8,TRUE,FALSE
"335",745,0.082,5,27,FALSE,TRUE
"336",742,0.02,8,0,TRUE,FALSE
"337",745,0.034,5,0,TRUE,FALSE
"338",742,0.034,8,0,TRUE,FALSE
"339",745,0.044,5,0,TRUE,FALSE
"340",743,0.002,7,0,TRUE,FALSE
"341",740,0.037,10,0,TRUE,FALSE
"342",745,0.001,5,0,TRUE,FALSE
"343",754,0.002,0,0,FALSE,FALSE
"344",755,0.048,0,0,FALSE,FALSE
"345",751,0.053,0,0,FALSE,FALSE
"346",749,0.047,1,0,FALSE,FALSE
"347",738,0.041,12,0,TRUE,FALSE
"348",748,0.058,2,1,FALSE,FALSE
"349",748,0.079,2,27,FALSE,FALSE
"350",748,0.002,2,0,FALSE,FALSE
"351",747,0.055,3,1,FALSE,FALSE
"352",756,0.001,0,0,FALSE,FALSE
"353",748,0.06,2,1,FALSE,FALSE
"354",755,0.081,0,27,FALSE,TRUE
"355",740,0.02,10,0,TRUE,FALSE
"356",743,0.036,7,0,TRUE,FALSE
"357",750,0.081,0,27,FALSE,TRUE
"358",752,0.064,0,1,FALSE,FALSE
"359",749,0.067,1,8,FALSE,FALSE
"360",748,0.041,2,0,FALSE,FALSE
"361",756,0.068,0,8,FALSE,FALSE
"362",744,0.076,6,27,TRUE,FALSE
"363",738,0.01,12,0,TRUE,FALSE
"364",735,0.033,15,0,TRUE,FALSE
"365",754,0.002,0,0,FALSE,FALSE
"366",751,0.061,0,1,FALSE,FALSE
"367",744,0.081,6,27,TRUE,TRUE
"368",748,0.035,2,0,FALSE,FALSE
"369",760,0.073,0,8,FALSE,FALSE
"370",744,0.003,6,0,TRUE,FALSE
"371",748,0.054,2,0,FALSE,FALSE
"372",747,0.032,3,0,FALSE,FALSE
"373",767,0.044,0,0,FALSE,FALSE
"374",751,0.077,0,27,FALSE,FALSE
"375",756,0.014,0,0,FALSE,FALSE
"376",742,0.041,8,0,TRUE,FALSE
"377",733,0.009,17,0,TRUE,FALSE
"378",757,0.078,0,27,FALSE,FALSE
"379",747,0.019,3,0,FALSE,FALSE
"380",748,0.023,2,0,FALSE,FALSE
"381",752,0.026,0,0,FALSE,FALSE
"382",753,0.047,0,0,FALSE,FALSE
"383",741,0.067,9,8,TRUE,FALSE
"384",754,0.075,0,27,FALSE,FALSE
"385",744,0.052,6,0,TRUE,FALSE
"386",747,0.05,3,0,FALSE,FALSE
"387",751,0.07,0,8,FALSE,FALSE
"388",744,0.044,6,0,TRUE,FALSE
"389",755,0.064,0,1,FALSE,FALSE
"390",753,0.078,0,27,FALSE,FALSE
"391",743,0.019,7,0,TRUE,FALSE
"392",751,0.044,0,0,FALSE,FALSE
"393",733,0.065,17,1,TRUE,FALSE
"394",751,0.01,0,0,FALSE,FALSE
"395",748,0.05,2,0,FALSE,FALSE
"396",752,0.037,0,0,FALSE,FALSE
"397",747,0.011,3,0,FALSE,FALSE
"398",751,0.036,0,0,FALSE,FALSE
"399",753,0.004,0,0,FALSE,FALSE
"400",740,0.08,10,27,TRUE,TRUE
"401",752,0.031,0,0,FALSE,FALSE
"402",757,0.002,0,0,FALSE,FALSE
"403",752,0.05,0,0,FALSE,FALSE
"404",737,0.061,13,1,TRUE,FALSE
"405",753,0.024,0,0,FALSE,FALSE
"406",750,0.076,0,27,FALSE,FALSE
"407",756,0.004,0,0,FALSE,FALSE
"408",750,0.034,0,0,FALSE,FALSE
"409",743,0.07,7,8,TRUE,FALSE
"410",753,0.061,0,1,FALSE,FALSE
"411",749,0.041,1,0,FALSE,FALSE
"412",754,0.027,0,0,FALSE,FALSE
"413",752,0.034,0,0,FALSE,FALSE
"414",745,0.024,5,0,FALSE,FALSE
"415",741,0.073,9,8,TRUE,FALSE
"416",744,0.057,6,1,TRUE,FALSE
"417",738,0.005,12,0,TRUE,FALSE
"418",751,0.051,0,0,FALSE,FALSE
"419",745,0.001,5,0,FALSE,FALSE
"420",745,0.066,5,8,FALSE,FALSE
"421",743,0.032,7,0,TRUE,FALSE
"422",752,0.022,0,0,FALSE,FALSE
"423",746,0.055,4,0,FALSE,FALSE
"424",748,0.051,2,0,FALSE,FALSE
"425",762,0.072,0,8,FALSE,FALSE
"426",752,0.022,0,0,FALSE,FALSE
"427",745,0.008,5,0,TRUE,FALSE
"428",753,0.02,0,0,FALSE,FALSE
"429",762,0.08,0,27,FALSE,FALSE
"430",742,0.028,8,0,TRUE,FALSE
"431",743,0.022,7,0,TRUE,FALSE
"432",752,0.002,0,0,FALSE,FALSE
"433",747,0.002,3,0,FALSE,FALSE
"434",753,0.044,0,0,FALSE,FALSE
"435",762,0.039,0,0,FALSE,FALSE
"436",752,0.013,0,0,FALSE,FALSE
"437",752,0.054,0,0,FALSE,FALSE
"438",754,0.029,0,0,FALSE,FALSE
"439",744,0.038,6,0,TRUE,FALSE
"440",742,0.011,8,0,TRUE,FALSE
"441",746,0.004,4,0,FALSE,FALSE
"442",754,0.013,0,0,FALSE,FALSE
"443",749,0.026,1,0,FALSE,FALSE
"444",758,0.037,0,0,FALSE,FALSE
"445",757,0.001,0,0,FALSE,FALSE
"446",746,0.045,4,0,FALSE,FALSE
"447",752,0.033,0,0,FALSE,FALSE
"448",752,0.073,0,8,FALSE,FALSE
"449",743,0.002,7,0,TRUE,FALSE
"450",754,0.054,0,0,FALSE,FALSE
"451",745,0.081,5,27,TRUE,TRUE
"452",747,0.037,3,0,FALSE,FALSE
"453",748,0.041,2,0,FALSE,FALSE
"454",748,0.068,2,8,FALSE,FALSE
"455",746,0.033,4,0,FALSE,FALSE
"456",749,0.019,1,0,FALSE,FALSE
"457",761,0.075,0,27,FALSE,FALSE
"458",752,0.009,0,0,FALSE,FALSE
"459",746,0.044,4,0,FALSE,FALSE
"460",745,0.005,5,0,TRUE,FALSE
"461",753,0.01,0,0,FALSE,FALSE
"462",745,0.014,5,0,FALSE,FALSE
"463",753,0.057,0,1,FALSE,FALSE
"464",746,0.023,4,0,FALSE,FALSE
"465",744,0.034,6,0,TRUE,FALSE
"466",752,0.069,0,8,FALSE,FALSE
"467",741,0.064,9,1,TRUE,FALSE
"468",752,0.032,0,0,FALSE,FALSE
"469",765,0.022,0,0,FALSE,FALSE
"470",750,0.015,0,0,FALSE,FALSE
"471",742,0.077,8,27,TRUE,FALSE
"472",743,0.068,7,8,TRUE,FALSE
"473",740,0.025,10,0,TRUE,FALSE
"474",740,0.047,10,0,TRUE,FALSE
"475",747,0.061,3,1,FALSE,FALSE
"476",764,0.033,0,0,FALSE,FALSE
"477",743,0.065,7,1,TRUE,FALSE
"478",750,0.01,0,0,FALSE,FALSE
"479",744,0.012,6,0,TRUE,FALSE
"480",749,0.046,1,0,FALSE,FALSE
"481",752,0.024,0,0,FALSE,FALSE
"482",745,0.073,5,8,TRUE,FALSE
"483",745,0.034,5,0,TRUE,FALSE
"484",745,0.072,5,8,FALSE,FALSE
"485",745,0.019,5,0,TRUE,FALSE
"486",748,0.069,2,8,FALSE,FALSE
"487",755,0.008,0,0,FALSE,FALSE
"488",759,0.081,0,27,FALSE,TRUE
"489",748,0.039,2,0,FALSE,FALSE
"490",747,0.06,3,1,FALSE,FALSE
"491",756,0.018,0,0,FALSE,FALSE
"492",755,0.03,0,0,FALSE,FALSE
"493",745,0.003,5,0,TRUE,FALSE
"494",750,0.039,0,0,FALSE,FALSE
"495",749,0.05,1,0,FALSE,FALSE
"496",754,0.032,0,0,FALSE,FALSE
"497",756,0.069,0,8,FALSE,FALSE
"498",756,0.003,0,0,FALSE,FALSE
"499",752,0.012,0,0,FALSE,FALSE
"500",746,0.028,4,0,FALSE,FALSE
"501",747,0.001,3,0,FALSE,FALSE
"502",747,0.017,3,0,FALSE,FALSE
"503",752,0.059,0,1,FALSE,FALSE
"504",747,0.036,3,0,FALSE,FALSE
"505",745,0.016,5,0,TRUE,FALSE
"506",746,0.041,4,0,FALSE,FALSE
"507",738,0.068,12,8,TRUE,FALSE
"508",752,0.014,0,0,FALSE,FALSE
"509",754,0.013,0,0,FALSE,FALSE
"510",751,0.08,0,27,FALSE,FALSE
"511",734,0.069,16,8,TRUE,FALSE
"512",747,0.021,3,0,FALSE,FALSE
"513",754,0.065,0,8,FALSE,FALSE
"514",748,0.039,2,0,FALSE,FALSE
"515",757,0.008,0,0,FALSE,FALSE
"516",742,0.067,8,8,TRUE,FALSE
"517",745,0.046,5,0,FALSE,FALSE
"518",750,0.028,0,0,FALSE,FALSE
"519",747,0.024,3,0,FALSE,FALSE
"520",750,0.036,0,0,FALSE,FALSE
"521",743,0.022,7,0,TRUE,FALSE
"522",747,0.014,3,0,FALSE,FALSE
"523",750,0.035,0,0,FALSE,FALSE
"524",749,0.047,1,0,FALSE,FALSE
"525",757,0.044,0,0,FALSE,FALSE
"526",740,0.023,10,0,TRUE,FALSE
"527",750,0.059,0,1,FALSE,FALSE
"528",753,0.009,0,0,FALSE,FALSE
"529",755,0.042,0,0,FALSE,FALSE
"530",742,0.081,8,27,TRUE,TRUE
"531",751,0.066,0,8,FALSE,FALSE
"532",748,0.006,2,0,FALSE,FALSE
"533",748,0.07,2,8,FALSE,FALSE
"534",753,0.018,0,0,FALSE,FALSE
"535",744,0.053,6,0,TRUE,FALSE
"536",755,0.081,0,27,FALSE,TRUE
"537",747,0.067,3,8,FALSE,FALSE
"538",742,0.046,8,0,TRUE,FALSE
"539",743,0.071,7,8,TRUE,FALSE
"540",749,0.04,1,0,FALSE,FALSE
"541",754,0.041,0,0,FALSE,FALSE
"542",742,0.048,8,0,TRUE,FALSE
"543",752,0.008,0,0,FALSE,FALSE
"544",743,0.03,7,0,TRUE,FALSE
"545",754,0.022,0,0,FALSE,FALSE
"546",751,0.045,0,0,FALSE,FALSE
"547",744,0.077,6,27,TRUE,FALSE
"548",750,0.053,0,0,FALSE,FALSE
"549",763,0.065,0,8,FALSE,FALSE
"550",755,0.078,0,27,FALSE,FALSE
"551",749,0.05,1,0,FALSE,FALSE
"552",745,0.05,5,0,FALSE,FALSE
"553",757,0.05,0,0,FALSE,FALSE
"554",754,0.071,0,8,FALSE,FALSE
"555",751,0.024,0,0,FALSE,FALSE
"556",748,0.079,2,27,FALSE,FALSE
"557",754,0.083,0,27,FALSE,TRUE
"558",740,0.04,10,0,TRUE,FALSE
"559",758,0.047,0,0,FALSE,FALSE
"560",747,0.049,3,0,FALSE,FALSE
"561",762,0.033,0,0,FALSE,FALSE
"562",749,0.081,1,27,FALSE,TRUE
"563",745,0.009,5,0,TRUE,FALSE
"564",758,0.005,0,0,FALSE,FALSE
"565",748,0.033,2,0,FALSE,FALSE
"566",758,0.011,0,0,FALSE,FALSE
"567",741,0.026,9,0,TRUE,FALSE
"568",756,0.074,0,8,FALSE,FALSE
"569",756,0.044,0,0,FALSE,FALSE
"570",741,0.009,9,0,TRUE,FALSE
"571",751,0.082,0,27,FALSE,TRUE
"572",756,0.028,0,0,FALSE,FALSE
"573",748,0.076,2,27,FALSE,FALSE
"574",739,0.048,11,0,TRUE,FALSE
"575",748,0.028,2,0,FALSE,FALSE
"576",750,0.042,0,0,FALSE,FALSE
"577",755,0.006,0,0,FALSE,FALSE
"578",745,0.071,5,8,FALSE,FALSE
"579",759,0.069,0,8,FALSE,FALSE
"580",761,0.025,0,0,FALSE,FALSE
"581",754,0.065,0,8,FALSE,FALSE
"582",752,0.05,0,0,FALSE,FALSE
"583",740,0.071,10,8,TRUE,FALSE
"584",744,0.033,6,0,TRUE,FALSE
"585",743,0.063,7,1,TRUE,FALSE
"586",744,0.041,6,0,TRUE,FALSE
"587",737,0.067,13,8,TRUE,FALSE
"588",746,0.022,4,0,FALSE,FALSE
"589",750,0.066,0,8,FALSE,FALSE
"590",748,0.005,2,0,FALSE,FALSE
"591",757,0.076,0,27,FALSE,FALSE
"592",748,0.016,2,0,FALSE,FALSE
"593",752,0.023,0,0,FALSE,FALSE
"594",747,0.077,3,27,FALSE,FALSE
"595",741,0.078,9,27,TRUE,FALSE
"596",745,0.057,5,1,FALSE,FALSE
"597",738,0.06,12,1,TRUE,FALSE
"598",751,0.074,0,8,FALSE,FALSE
"599",745,0.051,5,0,TRUE,FALSE
"600",743,0.026,7,0,TRUE,FALSE
"601",741,0.033,9,0,TRUE,FALSE
"602",755,0.05,0,0,FALSE,FALSE
"603",748,0.06,2,1,FALSE,FALSE
"604",742,0.072,8,8,TRUE,FALSE
"605",746,0.007,4,0,FALSE,FALSE
"606",748,0.054,2,0,FALSE,FALSE
